celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_avg_score,week2_avg_score,week3_avg_score,week4_avg_score,week5_avg_score,week6_avg_score,week7_avg_score,week8_avg_score,week9_avg_score,week10_avg_score,week11_avg_score,overall_avg_score,total_valid_weeks,mean_fan_vote,judges_score,is_eliminated,is_american,age_group,industry_performance
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,5.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4666666666666667,10,0.0112218200476118,14.0,True,1,30-40,5.533598519758994
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,8.5,8.0,8.5,,8.5,9.0,8.5,,8.1666,8.1666,8.1666,,0.0,0.0,0.0,,,,,,7.0,6.333333333333333,8.0,8.0,8.0,6.666666666666667,8.333333333333334,8.666666666666666,8.1666,0.0,,6.91666,10,0.14663714609777262,23.055533333333333,True,1,<30,5.533598519758994
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.333333333333333,7.0,8.666666666666666,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,10,0.06950602875936558,22.5,True,1,40-50,5.2339473613181
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.333333333333333,7.333333333333333,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.1666666666666665,10,0.050868365475292394,21.666666666666668,True,1,<30,5.1819820478416
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,6.0,5.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,7.0,6.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5.666666666666667,6.0,7.666666666666667,6.666666666666667,6.333333333333333,0.0,0.0,0.0,0.0,0.0,,3.2333333333333334,10,0.08994949335470535,19.4,True,1,40-50,5.1819820478416
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6.0,5.0,6.0,,6.0,5.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5.666666666666667,5.666666666666667,6.0,7.0,7.0,6.333333333333333,0.0,0.0,0.0,0.0,,3.766666666666667,10,0.12752225367424455,18.833333333333332,True,1,40-50,5.1819820478416
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,5.0,5.0,6.0,,6.0,8.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,9.0,7.0,8.0,,7.5,7.0,7.5,,7.5,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5.333333333333333,7.0,7.0,7.0,7.333333333333333,8.0,7.333333333333333,7.333333333333333,0.0,0.0,,5.633333333333333,10,0.10346298212969343,21.125,True,1,50+,5.1819820478416
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,6.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,9.0,8.0,8.5,,8.5,8.5,8.5,,11.1666,10.6666,10.6666,,9.4444,9.4444,9.4444,,,,,,5.333333333333333,7.0,8.0,8.0,8.333333333333334,7.333333333333333,8.5,8.5,10.833266666666667,9.4444,,8.127766666666668,10,0.168646348999775,24.3833,False,1,<30,5.1819820478416
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,8.0,8.0,8.0,,9.0,7.0,9.0,,9.0,9.0,10.0,,7.0,7.0,8.0,,10.0,9.0,10.0,,12.0,11.0,13.0,,9.0,8.5,9.0,,9.5,9.5,9.5,,9.5,9.5,10.0,,10.0,9.6666,10.0,,,,,,8.0,8.333333333333334,9.333333333333334,7.333333333333333,9.666666666666666,12.0,8.833333333333334,9.5,9.666666666666666,9.888866666666667,,9.255553333333335,10,0.11238568175763557,28.18517777777778,False,0,30-40,5.4682266313525885
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.666666666666667,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.2666666666666666,10,0.0389169785506771,22.5,True,1,50+,5.4682266313525885
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,8.0,7.0,8.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.666666666666667,7.666666666666667,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0333333333333337,10,0.059953479974856096,22.666666666666668,True,1,40-50,5.4682266313525885
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,12.6666,11.6666,12.6666,,9.0,8.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.666666666666666,7.333333333333333,8.333333333333334,7.333333333333333,8.0,12.333266666666667,8.5,0.0,0.0,0.0,,6.049993333333333,10,0.09312775201979322,25.916633333333333,True,1,30-40,5.4682266313525885
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8.0,7.0,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,8.6666,9.6666,9.6666,,9.5,8.0,8.5,,9.5,9.0,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.666666666666667,8.666666666666666,8.333333333333334,8.666666666666666,8.666666666666666,9.333266666666667,8.666666666666666,9.333333333333334,0.0,0.0,,6.933326666666666,10,0.11284898949008183,26.428542857142855,True,1,<30,5.4682266313525885
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,10.0,10.0,10.0,,8.0,7.5,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.666666666666667,6.666666666666667,8.0,7.333333333333333,7.0,10.0,7.833333333333333,8.5,0.0,0.0,,6.199999999999999,10,0.125026886280464,23.714285714285715,True,1,40-50,5.4682266313525885
Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,7.0,6.0,7.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.666666666666667,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.2333333333333334,10,0.0163755685642869,17.0,True,0,50+,5.533598519758994
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,8.0,9.0,,11.3333,11.3333,11.3333,,9.0,8.5,9.0,,9.5,9.0,9.0,,9.5,9.0,10.0,,10.0,9.6666,10.0,,,,,,7.0,8.0,8.666666666666666,9.0,9.0,11.3333,8.833333333333334,9.166666666666666,9.5,9.888866666666667,,9.038883333333334,10,0.21304642150379838,27.796277777777775,False,1,30-40,5.533598519758994
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.666666666666667,7.0,8.0,7.666666666666667,6.333333333333333,0.0,0.0,0.0,0.0,0.0,,3.5666666666666673,10,0.0946439370895293,21.75,True,1,30-40,5.2339473613181
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,8.0,7.0,8.0,,7.0,5.0,7.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.666666666666667,6.333333333333333,8.0,6.666666666666667,7.333333333333333,8.0,0.0,0.0,0.0,0.0,,4.4,10,0.08454224849989653,21.8,True,1,50+,5.2339473613181
Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,13.3333,12.3333,13.3333,,9.5,8.5,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,,,,8.666666666666666,8.666666666666666,9.666666666666666,8.0,9.666666666666666,12.999966666666666,9.0,9.166666666666666,9.333333333333334,10.0,,9.516663333333332,10,0.19677458228529632,28.833322222222225,False,0,30-40,5.2339473613181
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.3333,10.3333,10.3333,,10.0,9.0,9.5,,9.5,7.5,9.5,,10.0,9.5,10.0,,0.0,0.0,0.0,,,,,,7.0,8.333333333333334,9.0,8.666666666666666,9.0,9.999966666666666,9.5,8.833333333333334,9.833333333333334,0.0,,8.016663333333334,10,0.12511065388988,27.4374875,True,1,30-40,5.1819820478416
Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,8.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,10.0,9.5,10.0,10.0,9.5,9.25,9.5,,9.0,9.0,9.5,,11.1666,11.1666,11.1666,,9.5,10.0,9.7777,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.0,8.5,8.5,9.875,9.416666666666666,9.166666666666666,11.1666,9.759233333333333,0.0,0.0,,7.438416666666666,10,0.08601308749203158,29.25392857142857,True,0,30-40,5.4682266313525885
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,7.5,7.5,7.5,,9.0,8.5,8.5,,8.5,8.5,8.5,,9.0,9.0,8.5,9.0,9.75,9.75,9.75,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.5,8.666666666666666,8.5,8.875,9.75,10.0,0.0,0.0,0.0,0.0,,5.329166666666667,10,0.08086356749259178,27.9,True,1,<30,5.4682266313525885
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,6.5,6.0,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.5,7.5,7.5,7.5,8.75,8.75,8.75,,9.5,8.5,9.5,,9.3333,9.3333,9.3333,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.333333333333333,7.0,8.0,7.5,8.75,9.166666666666666,9.3333,8.5,0.0,0.0,,6.458329999999999,10,0.09743070192717475,24.999985714285714,True,1,50+,5.4682266313525885
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,7.0,7.0,7.5,,7.5,7.0,7.5,,9.0,9.0,9.0,,9.0,9.5,9.5,9.5,8.5,8.5,8.75,,9.0,9.0,9.0,,12.0,12.0,12.0,,9.5,9.3333,9.5,,8.7777,9.3333,9.0,,9.6666,9.6666,9.7777,,,,,,7.166666666666667,7.333333333333333,9.0,9.375,8.583333333333334,9.0,12.0,9.444433333333334,9.036999999999999,9.703633333333334,,9.064340000000001,10,0.1528995526498942,28.395022222222224,False,1,30-40,5.4682266313525885
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,7.5,7.0,7.5,,8.5,8.0,8.0,,9.0,8.0,8.5,,8.5,9.0,8.5,8.5,9.0,9.75,9.5,,10.0,10.0,10.0,,11.0,11.0,11.0,,9.7777,9.5,10.0,,9.3333,9.5,9.7777,,0.0,0.0,0.0,,,,,,7.333333333333333,8.166666666666666,8.5,8.625,9.416666666666666,10.0,11.0,9.759233333333333,9.537,0.0,,8.23379,10,0.11241542209062588,28.4235875,True,1,<30,5.533598519758994
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,8.0,8.5,8.0,,7.5,7.5,7.5,,8.5,8.0,8.5,,9.0,9.0,9.0,9.0,9.25,9.25,9.5,,8.5,8.5,9.5,,10.8333,11.8333,11.8333,,9.5,9.7777,9.7777,,9.0,9.0,9.0,,0.0,0.0,0.0,,,,,,8.166666666666666,7.5,8.333333333333334,9.0,9.333333333333334,8.833333333333334,11.499966666666666,9.685133333333333,9.0,0.0,,8.135176666666666,10,0.11911590567627284,28.1319125,True,1,40-50,5.533598519758994
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,8.0,6.5,7.5,,8.5,8.0,8.5,,9.0,8.0,9.5,,10.0,9.5,10.0,10.0,9.25,9.0,10.0,,9.5,8.5,10.0,,12.6666,12.6666,12.6666,,10.0,8.3333,9.5,,9.5,10.0,10.0,,9.6666,9.5,9.7777,,,,,,7.333333333333333,8.333333333333334,8.833333333333334,9.875,9.416666666666666,9.333333333333334,12.6666,9.277766666666666,9.833333333333334,9.648100000000001,,9.455079999999999,10,0.16274633497924296,29.475266666666666,False,1,<30,5.533598519758994
Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,5.5,5.5,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5666666666666667,10,0.0070070752167718,17.0,True,0,40-50,3.2939875361457713
Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,7.0,7.5,7.0,,8.0,7.5,7.5,,8.5,8.5,8.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.166666666666667,7.666666666666667,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.3333333333333335,10,0.06209738642572323,23.333333333333332,True,0,30-40,6.247345
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,6.5,7.0,7.0,,7.5,7.5,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.833333333333333,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.4333333333333331,10,0.04244195695887985,21.5,True,1,30-40,5.2339473613181
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,7.0,7.0,7.5,,7.5,7.5,7.5,,8.0,8.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.166666666666667,7.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.2666666666666666,10,0.060999187570712904,22.666666666666668,True,1,30-40,5.2339473613181
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,6.5,6.5,6.5,,6.0,6.0,6.0,,7.5,7.5,7.5,,8.0,8.0,8.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.5,6.0,7.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.8,10,0.09761366144973438,23.0,True,1,<30,5.1819820478416
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,7.0,7.0,7.0,,8.0,8.0,7.5,,9.0,9.0,9.0,,9.0,9.0,9.5,9.5,9.25,9.5,9.5,,9.5,10.0,10.0,,13.3333,12.8333,12.8333,,10.0,10.0,10.0,,9.5,9.7777,9.5,,9.7777,9.7777,9.7777,,,,,,7.0,7.833333333333333,9.0,9.25,9.416666666666666,9.833333333333334,12.999966666666666,10.0,9.592566666666666,9.7777,,9.470356666666666,10,0.19631962987582163,29.456744444444446,False,1,<30,5.1819820478416
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,7.5,8.0,7.5,,8.0,9.0,8.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,,,,,6.666666666666667,6.666666666666667,7.0,7.666666666666667,7.0,7.666666666666667,8.333333333333334,8.0,8.5,0.0,,6.75,10,0.14875283646318474,23.214285714285715,True,0,40-50,5.4682266313525885
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,8.6666,8.6666,8.6666,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,10.0,,9.5,10.0,9.5,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,8.0,8.666666666666666,8.6666,8.666666666666666,9.666666666666666,8.5,10.0,9.666666666666666,9.166666666666666,10.0,,9.099993333333334,10,0.1706770052963531,27.874975,False,1,<30,5.4682266313525885
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.2,10,0.10083576653469982,,,1,50+,5.533598519758994
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.5,7.0,6.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.0,6.0,7.666666666666667,6.0,7.0,6.666666666666667,0.0,0.0,0.0,0.0,,3.9333333333333336,10,0.10032283125590165,20.5,True,1,<30,5.533598519758994
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,8.5,9.0,8.5,,11.0,10.0,11.0,,9.0,9.5,9.5,,10.0,9.5,10.0,,9.5,9.5,10.0,,,,,,7.0,8.0,7.666666666666667,9.0,8.333333333333334,8.666666666666666,10.666666666666666,9.333333333333334,9.833333333333334,9.666666666666666,,8.816666666666666,10,0.12234995045655868,27.4375,True,1,<30,5.533598519758994
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,8.6666,8.6666,8.6666,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,8.5,9.0,8.5,,10.0,9.5,10.0,,9.3333,9.3333,9.3333,,,,,,6.666666666666667,7.666666666666667,8.6666,8.0,8.666666666666666,7.5,9.0,8.666666666666666,9.833333333333334,9.3333,,8.399989999999999,10,0.15843164356953887,26.1249625,False,1,<30,5.533598519758994
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,4.0,4.0,4.0,,5.0,5.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,4.0,5.333333333333333,5.333333333333333,7.0,6.0,0.0,0.0,0.0,0.0,0.0,,2.7666666666666666,10,0.09522499025793951,18.333333333333332,True,1,40-50,3.67746512345679
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,6.0,5.0,6.0,,7.0,6.0,7.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,7.0,7.5,7.0,,5.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5.666666666666667,6.666666666666667,6.0,7.0,6.0,7.166666666666667,5.666666666666667,0.0,0.0,0.0,,4.416666666666667,10,0.0961789061473883,19.1,True,1,40-50,3.67746512345679
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.7,10,0.0200690316838365,15.0,True,1,40-50,5.2339473613181
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,9.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.5,9.5,9.0,,9.0,10.0,10.0,,9.5,8.0,10.0,,9.5,10.0,9.5,,10.0,10.0,10.0,,,,,,7.0,8.666666666666666,8.333333333333334,8.666666666666666,9.0,9.0,9.666666666666666,9.166666666666666,9.666666666666666,10.0,,8.916666666666668,10,0.1785496575160072,27.5625,False,1,<30,5.2339473613181
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.5,10,0.06749433954843939,19.5,True,0,50+,5.1819820478416
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,7.0,6.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,,7.5,8.0,7.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.333333333333333,6.666666666666667,7.0,6.666666666666667,8.0,7.666666666666667,8.0,7.0,0.0,0.0,,5.733333333333333,10,0.09929092545582661,22.166666666666668,True,1,<30,5.1819820478416
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,7.0,7.0,7.0,,6.0,6.0,7.0,,6.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,6.333333333333333,5.333333333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.242424242424242,11,0.0595664936277256,17.666666666666668,True,1,50+,5.4682266313525885
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,10.0,11.0,10.0,,9.5,9.5,9.5,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.333333333333333,7.666666666666667,9.0,7.0,9.0,10.333333333333334,9.5,9.0,0.0,0.0,0.0,6.257575757575759,11,0.10224926565979908,25.583333333333332,True,1,<30,5.4682266313525885
